,ORDEN #,ORDEN,Vuelta,Cita,Doca,#,Citación,Ingreso,Egreso,MLP,Unidad,Cambió??,Bloque,Equipo,Extrae,OrdenLetra,Concatenado,,,OrdenLetra,Concatenado,COUNTA de Concatenado,,0:35,1,Unidad,COUNTA de Unidad,,,,Doca,Bloque,Equipo
,112-SEXT,S,Ola 6,Cita 20,Doca,112,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,113-SEXT,S,Ola 6,Cita 20,Doca,113,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,114-SEXT,S,Ola 6,Cita 20,Doca,114,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,115-SEXT,S,Ola 6,Cita 20,Doca,115,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,116-SEXT,S,Ola 6,Cita 20,Doca,116,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,117-SEXT,S,Ola 6,Cita 20,Doca,117,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,118-SEXT,S,Ola 6,Cita 20,Doca,118,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,119-SEXT,S,Ola 6,Cita 20,Doca,119,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,120-SEXT,S,Ola 6,Cita 20,Doca,120,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,#N/A,#N/A,11:55,S,11:55 - Falta Asignar MLP  (Meli Extra),,,,,,,,,,,,,,,,
,121-SEXT,S,Ola 6,Cita 20,Doca,121,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,,,,S,,,,,,,,,,,,,,,,,
,122-SEXT,S,Ola 6,Cita 20,Doca,122,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,,,,S,,,,,,,,,,,,,,,,,
,123-SEXT,S,Ola 6,Cita 20,Doca,123,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,,,,S,,,,,,,,,,,,,,,,,
,124-SEXT,S,Ola 6,Cita 20,Doca,124,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,,,,S,,,,,,,,,,,,,,,,,
,125-SEXT,S,Ola 6,Cita 20,Doca,125,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,,,,S,,,,,,,,,,,,,,,,,
,126-SEXT,S,Ola 6,Cita 20,Doca,126,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,,,,S,,,,,,,,,,,,,,,,,
,127-SEXT,S,Ola 6,Cita 20,Doca,127,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,,,,S,,,,,,,,,,,,,,,,,
,128-SEXT,S,Ola 6,Cita 20,Doca,128,11:55,12:00,12:30,Falta Asignar MLP,Meli Extra,FALSE,,,,S,,,,,,,,,,,,,,,,,
,MULETO,,,MULETO,,,,,,,Corta,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,MULETO,,,MULETO,,,,,,,Corta,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,MULETO,,,MULETO,,,,,,,Corta,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,MULETO,,,MULETO,,,,,,Flashbox Delivery,Larga,FALSE,#N/A,#N/A,,, - Flashbox Delivery  (Larga),,,,,,,,,,,,,,,,
,MULETO,,,MULETO,,,,,,Chazki,Larga,FALSE,#N/A,#N/A,,, - Chazki  (Larga),,,,,,,,,,,,,,,,
,MULETO,,,MULETO,,,,,,,Larga,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,EXTRAS,,,EXTRA,,,,,,,Larga,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,EXTRAS,,,EXTRA,,,,,,,Larga,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,EXTRAS,,,EXTRA,,,,,,,Larga,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,EXTRAS,,,EXTRA,,,,,,,Corta,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,EXTRAS,,,EXTRA,,,,,,,Corta,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,EXTRAS,,,EXTRA,,,,,,,Corta,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,EXTRAS,,,EXTRA,,,,,,,Corta,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,8-SEIS,U,Ola 6,Cita 21,Doca,8,11:50,11:50,12:40,,Mediana,FALSE,CUMBIA,ROSA,11:50,U,,,,,,,,,,,,,,,,,
,9-SEIS,U,Ola 6,Cita 21,Doca,9,11:50,11:50,12:40,,Mediana,FALSE,CUMBIA,ROSA,11:50,U,,,,,,,,,,,,,,,,,
,10-SEIS,U,Ola 6,Cita 21,Doca,10,11:50,11:50,12:40,,Mediana,FALSE,CUMBIA,ROSA,11:50,U,,,,,,,,,,,,,,,,,
,14-SEIS,U,Ola 6,Cita 21,Doca,14,11:50,11:50,12:25,,Corta,FALSE,CUMBIA,VERDE,11:50,U,,,,,,,,,,,,,,,,,
,15-SEIS,U,Ola 6,Cita 21,Doca,15,11:50,11:50,12:25,,Corta,FALSE,CUMBIA,VERDE,11:50,U,,,,,,,,,,,,,,,,,
,16-SEIS,U,Ola 6,Cita 21,Doca,16,11:50,11:50,12:25,,Corta,FALSE,CUMBIA,VERDE,11:50,U,,,,,,,,,,,,,,,,,
,17-SEIS,U,Ola 6,Cita 21,Doca,17,11:50,11:50,12:25,,Corta,FALSE,ROCK,AMARILLO,11:50,U,,,,,,,,,,,,,,,,,
,18-SEIS,U,Ola 6,Cita 21,Doca,18,11:50,11:50,12:25,,Corta,FALSE,ROCK,AMARILLO,11:50,U,,,,,,,,,,,,,,,,,
,19-SEIS,U,Ola 6,Cita 21,Doca,19,11:50,11:50,12:25,,Corta,FALSE,ROCK,AMARILLO,11:50,U,,,,,,,,,,,,,,,,,
,20-SEIS,U,Ola 6,Cita 21,Doca,20,11:50,11:50,12:25,,Corta,FALSE,ROCK,AMARILLO,11:50,U,,,,,,,,,,,,,,,,,
,21-SEIS,U,Ola 6,Cita 21,Doca,21,11:50,11:50,12:25,,Corta,FALSE,ROCK,AMARILLO,11:50,U,,,,,,,,,,,,,,,,,
,22-SEIS,U,Ola 6,Cita 21,Doca,22,11:50,11:50,12:25,,Meli Extra,FALSE,ROCK,AMARILLO,11:50,U,,,,,,,,,,,,,,,,,
,23-SEIS,U,Ola 6,Cita 21,Doca,23,11:50,11:50,12:25,,Meli Extra,FALSE,ROCK,AMARILLO,11:50,U,,,,,,,,,,,,,,,,,
,24-SEIS,V,Ola 6,Cita 21,Doca,24,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,VERDE,11:50,V,,,,,,,,,,,,,,,,,
,25-SEIS,V,Ola 6,Cita 21,Doca,25,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,VERDE,11:50,V,,,,,,,,,,,,,,,,,
,26-SEIS,V,Ola 6,Cita 21,Doca,26,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,VERDE,11:50,V,,,,,,,,,,,,,,,,,
,27-SEIS,V,Ola 6,Cita 21,Doca,27,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,VERDE,11:50,V,,,,,,,,,,,,,,,,,
,28-SEIS,V,Ola 6,Cita 21,Doca,28,11:50,11:50,11:55,,Larga,FALSE,ROCK,AMARILLO,11:50,V,,,,,,,,,,,,,,,,,
,29-SEIS,V,Ola 6,Cita 21,Doca,29,11:50,11:50,11:55,,Larga,FALSE,ROCK,AMARILLO,11:50,V,,,,,,,,,,,,,,,,,
,30-SEIS,V,Ola 6,Cita 21,Doca,30,11:50,11:50,11:55,,Larga,FALSE,ROCK,AMARILLO,11:50,V,,,,,,,,,,,,,,,,,
,31-SEIS,V,Ola 6,Cita 21,Doca,31,11:50,11:50,11:55,,Larga,FALSE,ROCK,AMARILLO,11:50,V,,,,,,,,,,,,,,,,,
,32-SEIS,V,Ola 6,Cita 21,Doca,32,11:50,11:50,11:55,,Larga,FALSE,ROCK,AMARILLO,11:50,V,,,,,,,,,,,,,,,,,
,33-SEIS,V,Ola 6,Cita 21,Doca,33,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,AZUL,11:50,V,,,,,,,,,,,,,,,,,
,34-SEIS,V,Ola 6,Cita 21,Doca,34,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,AZUL,11:50,V,,,,,,,,,,,,,,,,,
,35-SEIS,V,Ola 6,Cita 21,Doca,35,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,AZUL,11:50,V,,,,,,,,,,,,,,,,,
,36-SEIS,V,Ola 6,Cita 21,Doca,36,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,AZUL,11:50,V,,,,,,,,,,,,,,,,,
,37-SEIS,V,Ola 6,Cita 21,Doca,37,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,AZUL,11:50,V,,,,,,,,,,,,,,,,,
,38-SEIS,V,Ola 6,Cita 21,Doca,38,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,AZUL,11:50,V,,,,,,,,,,,,,,,,,
,39-SEIS,V,Ola 6,Cita 21,Doca,39,11:50,11:50,11:55,,Larga,FALSE,CUMBIA,AZUL,11:50,V,,,,,,,,,,,,,,,,,
,40-SEIS,V,Ola 6,Cita 21,Doca,40,11:50,11:50,11:55,,Corta,FALSE,ROCK,AZUL,11:50,V,,,,,,,,,,,,,,,,,
,46-SEIS,V,Ola 6,Cita 21,Doca,46,11:50,11:50,11:55,,Corta,FALSE,ROCK,ROJO,11:50,V,,,,,,,,,,,,,,,,,
,47-SEIS,V,Ola 6,Cita 21,Doca,47,11:50,11:50,11:55,,Corta,FALSE,ROCK,ROJO,11:50,V,,,,,,,,,,,,,,,,,
,48-SEIS,V,Ola 6,Cita 21,Doca,48,11:50,11:50,11:55,,Corta,FALSE,ROCK,ROJO,11:50,V,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,#N/A,#N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,
